phone,client,garden,source,confidence,send_decision,notes,email,imported
9435033506,Madarkhat Tea Estate,[DISCOVERED] Madarkhat Tea Estate,tea_estate_contacts_v2.xlsx::All Contacts; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Google Maps phone. Phone type: Other. In original list: Discovered; Parsed from Assam Tea Directory row, verify before sending",,False
9706052244,Manohari The Tea Retreat,[DISCOVERED] Manohari The Tea Retreat,tea_estate_contacts_v2.xlsx::All Contacts,Medium,Send,Google Maps phone. Phone type: Other. In original list: Discovered,,True
9365475668,Namroop Tea Factory,[DISCOVERED] Namroop Tea Factory,tea_estate_contacts_v2.xlsx::All Contacts,Medium,Send,Google Maps phone. Phone type: Other. In original list: Discovered,,True
9706669220,S. K. Tea Company,[DISCOVERED] S. K. Tea Company,tea_estate_contacts_v2.xlsx::All Contacts,Medium,Send,Google Maps phone. Phone type: Other. In original list: Discovered,,True
9435466431,BAJRANGPUR,BAJRANGPUR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9864259703,BOLOMA,BOLOMA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",bokaholajorhat@gmail.com; bokaholajorhat@gmail.com,True
9207042162,GOLAGHAT,GOLAGHAT,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",jallangolaghat@gmail.com; jallangolaghat@gmail.com,True
9954473013,KAMARBAND,KAMARBAND,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435131842,KANJIBARI,KANJIBARI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435147841,LAKHIPORE,LAKHIPORE,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9864310254,MAIJONGA,MAIJONGA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",nowalrn123@rediffmail.com,True
9435885390,MANIKNAGAR,MANIKNAGAR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435076569,MANIKNAGAR,MANIKNAGAR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435023914,NILGIRI,NILGIRI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9760002071,RAJARAMPORE,RAJARAMPORE,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435536240,RANGCHALLI,RANGCHALLI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",prokanta@gmail.com; bokaholajorhat@gmail.com,True
9435149115,RANGCHALLI,RANGCHALLI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",prokanta@gmail.com; bokaholajorhat@gmail.com,True
9402676939,SATKARTAR,SATKARTAR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435736180,SATKARTAR,SATKARTAR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435092701,SOONITPUR,SOONITPUR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",hazarika_amitabh@rediffmail.co,True
9954968627,SREEKONA,SREEKONA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435071111,SREEKONA,SREEKONA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435153309,TILOTTAMA,TILOTTAMA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435108511,TIRUAL,TIRUAL,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",arrohontravels@sify.com; arrohontravels@sify.com,True
9401625864,BAMUNIBARI,BAMUNIBARI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9706708840,BAMUNIBARI,BAMUNIBARI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435035579,DEVENDRA,DEVENDRA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",sumitagarwaltsa@yahoo.co.in,True
9435731854,HIMALAYA,HIMALAYA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435053486,NEETINNAGAR,NEETINNAGAR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",neetinnagar@gmail.com,True
9435567873,PRABHAT,PRABHAT,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",prabhatte@gmail.com; prabhatte@gmail.com,True
9831090900,PRABHAT,PRABHAT,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",prabhatte@gmail.com; prabhatte@gmail.com,True
9864049079,SOTAI,SOTAI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",sotaiteaco@rediffmail.com; sotaiteaco@rediffmail.com,True
9435515703,DALOWJAN,DALOWJAN,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",deboshyam_barua@yahoo.com; deboshyam_barua@yahoo.com,True
9678053864,GREEN VIEW,GREEN VIEW,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",lakhtokia@gmail.com,True
9678053082,GREEN VIEW,GREEN VIEW,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",lakhtokia@gmail.com,True
9435030713,HARISHPUR,HARISHPUR,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",harishpur_tea@rediffmail.com; harishpur_tea@rediffmail.com,True
9435032117,MOTHOLA,MOTHOLA,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9954471732,RADHABARI,RADHABARI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9435052701,RADHABARI,RADHABARI,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",,True
9954526126,SONARIE,SONARIE,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",sonari@satyam.net.in; sonari@satyam.net.in,True
9707015809,SONARIE,SONARIE,email assam.dooars teaestate.xlsx::Small Assam Gardens Emails; Tea-Directory-Assam.xls::Worksheet,Medium,Send,"Parsed from text block in email/telephone workbook; Parsed from Assam Tea Directory row, verify before sending",sonari@satyam.net.in; sonari@satyam.net.in,True
9508382398,1,1,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053511,1,1,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957172140,"Sl. Name of the Estate, and Address Regd. No. Status of the Total area Area unde","Sl. Name of the Estate, and Address Regd. No. Status of the Total area Area unde",Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859939161,(grant area) reported by 2010 as during 2010,(grant area) reported by 2010 as during 2010,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9678001792,2 ASHOOBAG* 2723 Partnership 11.64 11.56 35202 0 ITA SUBHASH KUMAR BHARTIA SUBHA,2 ASHOOBAG* 2723 Partnership 11.64 11.56 35202 0 ITA SUBHASH KUMAR BHARTIA SUBHA,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435376259,39,39,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435134066,"ASSAM. C SIVSAGAR, ASSAM. SIVSAGAR, ASSAM.","ASSAM. C SIVSAGAR, ASSAM. SIVSAGAR, ASSAM.",Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831815555,58,58,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830040025,81,81,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830038969,117,117,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435035779,143,143,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435030526,213,213,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435017972,233,233,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954477332,290,290,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830040029,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435136563,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831011765,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435333314,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435158668,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954498848,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9836343222,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435173033,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435184537,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830250055,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435465363,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435095930,ASSAM,ASSAM,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435180144,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435079915,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
7399882662,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435010774,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435026844,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830019050,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954229915,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435158600,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954215784,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435525015,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435139980,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954499218,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435151646,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435032280,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435092011,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854307994,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435279922,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435178511,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9678797326,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831171005,"OUPHULIACHARIALI, DIST: CO","OUPHULIACHARIALI, DIST: CO",Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854178350,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435170877,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435134829,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435532528,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011668091,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435130842,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435335860,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613852219,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435158810,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9433602746,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053610,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435054366,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435422512,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9613732229,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435700488,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053849,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435051003,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435034697,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831011767,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954180359,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435738354,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435180336,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954651028,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435151380,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435054516,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954232977,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9436003658,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011619836,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435139125,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957098166,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954017410,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435030679,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,False
9435011719,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954193005,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435027121,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9433006082,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435130662,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435132727,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9678382614,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
8011209038,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435083817,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
7896367249,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954032425,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435061129,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435054400,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854089231,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859939182,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435182675,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435153595,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435052233,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435666877,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435150315,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954264263,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435050088,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9436432228,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9206195637,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435079449,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435172193,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435134212,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435036380,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435036770,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435031680,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9931171719,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435200027,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435012250,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435154908,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831008777,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9957172136,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854791247,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9577931098,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435053873,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854122357,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435033527,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854369682,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9706261542,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435377619,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435032278,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435474260,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435376241,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9831439243,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435009285,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9508110819,ASSAM C,ASSAM C,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435523486,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9854012274,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9859939167,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435067927,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9954490432,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9830266187,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
9435035272,,,Tea-Directory-Assam.xls::Worksheet,Low,Hold,"Parsed from Assam Tea Directory row, verify before sending",,True
