garden_id,company_id,relationship,valid_from,valid_to,current_claim,confidence,source_id,verified_date,notes
gs-dooars-demdima,gs-company-santipara-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 259. Historical owner only.
gs-dooars-dumchipara,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 260. Historical owner only.
gs-dooars-garganda-tae,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 261. Historical owner only.
gs-dooars-gopimohan,gs-company-jahuri-durga-tea-co-p-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 262. Historical owner only.
gs-dooars-hantapara,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 263. Historical owner only.
gs-dooars-makrapara,gs-company-anoop-tea-co-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 264. Historical owner only.
gs-dooars-mohua,gs-company-west-bengal-tea,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 265. Historical owner only.
gs-dooars-mujnai,gs-company-anjuman-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 266. Historical owner only.
gs-dooars-ramjhora,gs-company-hind-tea-company-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 267. Historical owner only.
gs-dooars-satali,gs-company-devi-bagaria,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 268. Historical owner only.
gs-dooars-singhania,gs-company-singhania-tea-company,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 269. Historical owner only.
gs-dooars-subhasini,gs-company-subhojit-ghosh,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 270. Historical owner only.
gs-dooars-torsa,gs-company-ss-gupta,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 271. Historical owner only.
gs-dooars-tulsipara,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 272. Historical owner only.
gs-dooars-dalmore,gs-company-h-c-jain,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 273. Historical owner only.
gs-dooars-dalsingpara,gs-company-laxmikant-gaur,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 274. Historical owner only.
gs-dooars-kadambini,gs-company-himalayan-tea-and-agro-pvt-ltd-narendra-berlia,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 275. Historical owner only.
gs-dooars-sarugaon,gs-company-etehlbari-tea-company-1932,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 276. Historical owner only.
gs-dooars-tasati,gs-company-a-k-chamaria,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 277. Historical owner only.
gs-dooars-dhowlajhora,gs-company-the-bengal-dfooars,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 278. Historical owner only.
gs-dooars-kartick,gs-company-rydak-syndicate-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 279. Historical owner only.
gs-dooars-kohinoor,gs-company-kohinoor-tea-co-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 280. Historical owner only.
gs-dooars-kumargram,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 281. Historical owner only.
gs-dooars-new-lands,gs-company-engo-trading-and-tea-co-p,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 282. Historical owner only.
gs-dooars-phaskowa,gs-company-phaskowa-tea-plantations,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 283. Historical owner only.
gs-dooars-radharani,gs-company-radharani-tea-and-estates-pvt-radharani-tea-and-estates-pvt,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 284. Historical owner only.
gs-dooars-rahimabad,gs-company-mr-shekhar-roychoudhury-mr-s-r-choudhury,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 285. Historical owner only.
gs-dooars-raimatang,gs-company-roshanlal-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 286. Historical owner only.
gs-dooars-rydak,gs-company-rydak-syndicate-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 287. Historical owner only.
gs-dooars-sankos,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 288. Historical owner only.
gs-dooars-turturi,gs-company-alipurduar-tea-company-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 289. Historical owner only.
gs-dooars-ethelbarie,gs-company-the-ethelbari-tea-co-1932,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 290. Historical owner only.
gs-dooars-gairkhata,gs-company-gillanders-arbuthnot-and-co,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 291. Historical owner only.
gs-dooars-gandrapara,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 292. Historical owner only.
gs-dooars-haldibari,gs-company-huldibari-industries-and,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 293. Historical owner only.
gs-dooars-joybirpara,gs-company-mcleod-russel-india-limited-shri-s-chakraborty,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 294. Historical owner only.
gs-dooars-kalabari,gs-company-s-k-bachawat,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 295. Historical owner only.
gs-dooars-lakhikanta,gs-company-rungamati-tea-industries,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 296. Historical owner only.
gs-dooars-nangdala,gs-company-mkteapvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 297. Historical owner only.
gs-dooars-palashbari,gs-company-palashbari-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 298. Historical owner only.
gs-dooars-rahimpur,gs-company-rahimpur-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 299. Historical owner only.
gs-dooars-telepara,gs-company-eximpo-tea-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 300. Historical owner only.
gs-dooars-totapara,gs-company-nuddea-plantations-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 301. Historical owner only.
gs-dooars-majherdabri,gs-company-binod-kr-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 315. Historical owner only.
gs-dooars-mathura,gs-company-mcleod-russel-india-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 316. Historical owner only.
gs-dooars-nimtijhora,gs-company-khayerbari-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 317. Historical owner only.
gs-dooars-patkapara,gs-company-duars-plantation-and,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 318. Historical owner only.
gs-dooars-aibheel,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-aibheel-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-chalouni,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-chalouni-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-chulsa,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-chulsa-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-denguajhar,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-danguajhar-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-gandrapara,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-gandrapara-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-hope,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-hope-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-jiti,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-jiti-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-kumargram,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-kumargram-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-lakhipara,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-lakhipara-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-lessriver,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-leesh-river-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-meenglass,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-meenglas-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-sankos,gs-company-goodricke-group-ltd,owner_and_operator,2026-09-02,,current_candidate,high,goodricke-sankos-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-indong,gs-company-indong-tea-company-limited,owner_and_operator,2026-09-02,,current_candidate,high,indong-operating-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-banarhat,gs-company-andrew-yule-and-company-limited,owner_or_operator,2026-09-02,,current_candidate,high,andrew-yule-banarhat-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-choonabhuti,gs-company-andrew-yule-and-company-limited,owner_or_operator,2026-09-02,,current_candidate,high,andrew-yule-choonabhuti-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-karballa,gs-company-andrew-yule-and-company-limited,owner_or_operator,2026-09-02,,current_candidate,high,andrew-yule-karballa-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-new-duars,gs-company-andrew-yule-and-company-limited,owner_or_operator,2026-09-02,,current_candidate,high,andrew-yule-new-dooars-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-central-duars,gs-company-mcleod-russel-india-ltd,owner_or_operator,2026-09-02,,current_candidate,high,mcleod-central-dooars-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
gs-dooars-mathura,gs-company-mcleod-russel-india-ltd,owner_or_operator,2026-09-02,,current_candidate,high,mcleod-mathura-20260902,2026-09-02,Current ownership candidate from reviewed evidence.
