garden_id,canonical_name,normalized_name,current_status,status_confidence,status_checked_date,district_current,subdivision_or_block,tea_board_registration,atlas_index,historical_area_ha,tea_area_ha,current_company_id,current_owner_confidence,last_material_event_date,contact_confirmed_active,research_state,prospect_eligibility,exclusion_reason,source_ids,notes
gs-dooars-mujnai,Mujnai,mujnai,unknown,unknown,,Alipurduar,Madarihat,425,83,699.0,400,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-nagrakata,Nagrakata,nagrakata,unknown,unknown,,,Nagrakata,2615,84,934.90,549.78,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-nangdala,Nangdala,nangdala,unknown,unknown,,,Dhupguri,2547,85,870.07,479.82,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-nedam,Nedam,nedam,unknown,unknown,,Jalpaiguri,Matelli,J-25,86,355.73,255.83,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-nepuchapur,Nepuchapur,nepuchapur,unknown,unknown,,Jalpaiguri,Matelli,05,87,400.02,296.35,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-new-duars,New Dooars,new duars,active_confirmed,high,2026-09-02,Jalpaiguri,Nagrakata,M-26,88,962.35,792.35,gs-company-andrew-yule-and-company-limited,high,2026-09-02,no,needs_contact,excluded_large_group,Public company or large multi-estate group,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-new-lands,New Lands,new lands,unknown,unknown,,,Kumargram,2577,89,849.03,605.16,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-newglenceco,Newglenceco,newglenceco,unknown,unknown,,,Matelli,2390,90,550.72,349.78,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-nimtijhora,Nimtijhora,nimtijhora,unknown,unknown,,,Alipurduar,730,91,575.45,391.25,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-nowera-nuddy,Nowera Nuddy,nowera nuddy,active_confirmed,high,2026-09-02,Jalpaiguri,Mainaguri,A-7,92,553.03,257.8,gs-company-amalgamated-plantations-pvt-ltd,high,2026-09-02,no,needs_contact,target_candidate,,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-oodlabari,Oodlabari,oodlabari,unknown,unknown,,,Matelli,276,93,623.41,484.18,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-palashbari,Palashbari,palashbari,unknown,unknown,,Jalpaiguri,Dhupguri,13,94,426.60,357.68,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-patkapara,Patkapara,patkapara,unknown,unknown,,,Alipurduar,976,95,592.58,470.65,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-phaskowa,Phaskowa,phaskowa,unknown,unknown,,Alipurduar,Kumargram,2525,96,261.06,140.35,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-putharjhora,Putharjhora,putharjhora,unknown,unknown,,Jalpaiguri,Matelli,2611,97,560.80,369.44,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-radharani,Radharani,radharani,unknown,unknown,,Alipurduar,Kumargram,48,98,383.88,149.25,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-raghuutkarsh,Raghuutkarsh,raghuutkarsh,unknown,unknown,,,,,99,51.29,48.0,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-rahimabad,Rahimabad,rahimabad,unknown,unknown,,Alipurduar,Kumargram,29,100,712.75,287.12,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-rahimpur,Rahimpur,rahimpur,active_confirmed,high,2026-09-02,Jalpaiguri,Dhupguri,46,101,315.63,145.39,,high,2026-09-02,yes,needs_current_owner,excluded_current_client,Current GardenSuite client,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Existing GardenSuite client - excluded from cold outreach campaigns.
gs-dooars-raipur,Raipur,raipur,temporarily_closed,medium,2026-09-02,Jalpaiguri,Jalpaiguri,129,102,341.59,240.80,,unknown,2025-03-18,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-raja,Raja,raja,unknown,unknown,,Jalpaiguri,Matelli,2293,103,600.08,417.67,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-rheabari,Rheabari,rheabari,active_confirmed,high,2026-09-02,Jalpaiguri,Banarhat,14,104,510.14,374.62,,high,2026-09-02,yes,needs_current_owner,excluded_current_client,Current GardenSuite client,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Existing GardenSuite client - excluded from cold outreach campaigns.
gs-dooars-rydak,Rydak,rydak,active_confirmed,high,2026-09-02,,Kumargram,N-13,105,1414.89,723.66,gs-company-rydak-syndicate-limited,high,2026-09-02,no,needs_contact,excluded_large_group,Public company or large multi-estate group,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-samsing,Samsing,samsing,likely_active,medium,2026-09-02,Jalpaiguri,,2623,106,1256.61,915.17,,unknown,2025-02-18,no,needs_current_owner,target_candidate,,tea-gis-jalpaiguri-atlas-2015|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-sankos,Sankos,sankos,active_confirmed,high,2026-09-02,Alipurduar,Kumargram,B 23,107,933.25,665.20,gs-company-goodricke-group-ltd,high,2026-09-02,no,needs_contact,excluded_large_group,Public company or large multi-estate group,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-saraswatipur,Saraswatipur,saraswatipur,unknown,unknown,,,Jalpaiguri,31,108,379.31,326.40,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-sarugaon,Sarugaon,sarugaon,unknown,unknown,,Jalpaiguri,Falakata,2318,109,629.27,319.03,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-satali,Satali,satali,unknown,unknown,,Alipurduar,Madarihat,P-8,110,1096.45,903.57,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-shikarpur,Shikarpur,shikarpur,unknown,unknown,,,Rajganj,1615,111,904.90,612.02,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-singhania,Singhania,singhania,unknown,unknown,,Alipurduar,Madarihat,17,112,348.03,201.72,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-sonali,Sonali,sonali,temporarily_closed,medium,2026-09-02,Jalpaiguri,Matelli,2434,113,426.92,217.58,,unknown,2025-03-18,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-soongachi,Soongachi,soongachi,unknown,unknown,,,Matelli,A-6,114,1052.10,639.42,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-srinathpur,Srinathpur,srinathpur,unknown,unknown,,Alipurduar,,251,115,,,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-subhasini,Subhasini,subhasini,active_confirmed,high,2026-09-02,Alipurduar,Kalchini,150,116,526.18,371.84,,high,2026-09-02,yes,needs_current_owner,excluded_current_client,Current GardenSuite client,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Existing GardenSuite client - excluded from cold outreach campaigns.
gs-dooars-sylee,Sylee,sylee,active_confirmed,high,2026-09-02,Jalpaiguri,,C-59,117,,,gs-company-octavius-tea-and-industries-ltd,high,2026-09-02,no,needs_contact,excluded_large_group,Public company or large multi-estate group,tea-gis-jalpaiguri-atlas-2015|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-tasati,Tasati,tasati,unknown,unknown,,,Falakata,2636,118,600.51,450.67,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-telepara,Telepara,telepara,unknown,unknown,,Jalpaiguri,Dhupguri,2655,119,1074.14,714.48,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-toonbarie,Toonbarie,toonbarie,unknown,unknown,,Jalpaiguri,Matelli,2120,120,259.42,154.35,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-torsa,Torsa,torsa,likely_active,medium,2026-09-02,Alipurduar,Madarihat,65,121,691,482,gs-company-majherdabri-authority,medium,2025-01-20,no,needs_contact,target_candidate,,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-totapara,Totapara,totapara,unknown,unknown,,Jalpaiguri,Dhupguri,2592,122,520.11,378.13,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-tulsipara,Tulsipara,tulsipara,unknown,unknown,,,Madarihat,2632,123,758.38,477.51,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-turturi,Turturi,turturi,unknown,unknown,,Alipurduar,Kumargram,166,124,471.85,294.48,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-uttarsalbari,Uttarsalbari,uttarsalbari,unknown,unknown,,,,,125,,,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-washabarie,Washabarie,washabarie,unknown,unknown,,Jalpaiguri,Matelli,2404,126,698.18,438.25,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-yongtong,Yongtong,yongtong,unknown,unknown,,Jalpaiguri,,2897,127,,,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-registered-planters-2019,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-zurantee,Zurantee,zurantee,unknown,unknown,,,Matelli,2621,128,742.46,510.18,,unknown,,no,needs_current_evidence,not_active,Not currently in an active status,tea-gis-jalpaiguri-atlas-2015|tea-board-wb-directory-2013,Official atlas seed. Historical presence does not prove current operation.
gs-dooars-chhaophali,Chhaophali,chhaophali,unknown,unknown,,Jalpaiguri,Matelli,3985,,35.294,35.19,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-chulsa,Chulsa,chulsa,active_confirmed,high,2026-09-02,Jalpaiguri,Matelli,B 26,,624.09,442.60,gs-company-goodricke-group-ltd,high,2026-09-02,no,needs_contact,excluded_large_group,Public company or large multi-estate group,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-dagapur,Dagapur,dagapur,unknown,unknown,,Jalpaiguri,Matelli,225,,274.55,194.77,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-nagaisuree,Nagaisuree,nagaisuree,unknown,unknown,,Jalpaiguri,Matelli,B-8,,964.19,629.97,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-ranicherra,Ranicherra,ranicherra,unknown,unknown,,Jalpaiguri,Matelli,2588,,1226.79,715.32,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-rungamuttee,Rungamuttee,rungamuttee,active_confirmed,high,2026-09-02,Jalpaiguri,Matelli,A4,,1427.77,771.74,gs-company-amalgamated-plantations-pvt-ltd,high,2026-09-02,no,needs_contact,target_candidate,,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-joypur,Joypur,joypur,unknown,unknown,,Jalpaiguri,Jalpaiguri,16,,365.08,343.69,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-konpakri,Konpakri,konpakri,unknown,unknown,,Jalpaiguri,Jalpaiguri,3744,,41.263,35.62,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-nandan,Nandan,nandan,unknown,unknown,,Jalpaiguri,Jalpaiguri,3818,,25.12,25.12,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-nepati-valley,Nepati Valley,nepati valley,unknown,unknown,,Jalpaiguri,Jalpaiguri,3785,,27.85,26.95,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-parbati-and-gouranga,Parbati And Gouranga,parbati and gouranga,unknown,unknown,,Jalpaiguri,Jalpaiguri,3826,,27.68,27.68,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013,Tea Board directory Dooars seed.
gs-dooars-chamurchi,Chamurchi,chamurchi,unknown,unknown,,Jalpaiguri,Nagrakata,19,,889.20,493.22,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-chengmari,Chengmari,chengmari,unknown,unknown,,Jalpaiguri,Nagrakata,2613,,1851.37,1290.87,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-ghatia,Ghatia,ghatia,unknown,unknown,,Jalpaiguri,Nagrakata,2624,,756.11,599.64,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-hilla,Hilla,hilla,unknown,unknown,,Jalpaiguri,Nagrakata,2423,,709.00,310.00,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-katalguri,Katalguri,katalguri,unknown,unknown,,Jalpaiguri,Nagrakata,10,,777.06,495.25,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-nya-sylee,Nya Sylee,nya sylee,active_confirmed,high,2026-09-02,Jalpaiguri,Nagrakata,RC-31,,786.12,460.77,gs-company-octavius-tea-and-industries-ltd,high,2026-09-02,no,needs_contact,excluded_large_group,Public company or large multi-estate group,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-red-bank,Red Bank,red bank,unknown,unknown,,Jalpaiguri,Nagrakata,1956,,551.09,361.63,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-surendra-nagar,Surendra Nagar,surendra nagar,unknown,unknown,,Jalpaiguri,Nagrakata,2415,,210,172.16,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-atiabari,Atiabari,atiabari,unknown,unknown,,Alipurduar,Kalchini,725,,757.64,556.57,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-kalchini,Kalchini,kalchini,likely_active,medium,2026-09-02,Alipurduar,Kalchini,2532,,1151.75,742.15,,unknown,2025-02-18,no,needs_current_owner,target_candidate,,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-rajahbhat,Rajahbhat,rajahbhat,unknown,unknown,,Alipurduar,Kalchini,E-24,,420.53,352.15,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013,Tea Board directory Dooars seed.
gs-dooars-buds,Buds,buds,unknown,unknown,,Jalpaiguri,Mainaguri,3901,,20.74,20.74,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013,Tea Board directory Dooars seed.
gs-dooars-sonar-bangla,Sonar Bangla,sonar bangla,unknown,unknown,,Jalpaiguri,Mainaguri,4137,,59.24,42.51,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-trisakti,Trisakti,trisakti,unknown,unknown,,Jalpaiguri,Mainaguri,3969,,61.45,56.83,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-bundapani,Bundapani,bundapani,unknown,unknown,,Alipurduar,Madarihat,2381,,1269.12,529.56,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-dahuk-valley,Dahuk Valley,dahuk valley,unknown,unknown,,Alipurduar,Madarihat,4169,,174.802,174.802,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-makrapara,Makrapara,makrapara,unknown,unknown,,Alipurduar,Madarihat,426,,601.75,177.03,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-mohua,Mohua,mohua,unknown,unknown,,Alipurduar,Madarihat,3090,,98.37,65.5,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-ramjhora,Ramjhora,ramjhora,temporarily_closed,medium,2026-09-02,Alipurduar,Madarihat,59,,604.46,452.75,,unknown,2025-03-18,no,needs_current_evidence,not_active,Not currently in an active status,tea-board-wb-directory-2013,Tea Board directory Dooars seed.
gs-dooars-dalmore,Dalmore,dalmore,likely_active,medium,2026-09-02,Alipurduar,Falakata,C-67,,1195.11,552.92,,unknown,2025-02-18,no,needs_current_owner,target_candidate,,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-dalsingpara,Dalsingpara,dalsingpara,temporarily_closed,medium,2026-09-02,Alipurduar,Falakata,C-66,,1504.16,809.72,,unknown,2025-03-18,no,needs_current_evidence,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-kadambini,Kadambini,kadambini,unknown,unknown,,Alipurduar,Falakata,149,,910.09,399.73,,unknown,,no,needs_identity_review,not_active,Not currently in an active status,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-raimatang,Raimatang,raimatang,likely_active,medium,2026-09-02,Alipurduar,Kumargram,2533,,663.07,535.27,,unknown,2025-02-18,no,needs_current_owner,target_candidate,,tea-board-wb-directory-2013|tea-board-registered-planters-2019,Tea Board directory Dooars seed.
gs-dooars-dheklapara,Dheklapara,dheklapara,temporarily_closed,medium,2026-09-02,Alipurduar,,,,,,,unknown,2025-03-18,no,needs_current_evidence,not_active,Not currently in an active status,manual,Added from the 2025 Lok Sabha answer because it is absent from the atlas and parsed directory.
